source_path,output_path,label,caption,sha256,width_original,height_original,selected,rejection_reason
data/processed/train/intact/104.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1040.jpg,data/lora/train/images/intact_00011.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",17e78167bc49b009a13e284135ed724fedbcb321ca01d94677210a63370447b6,227,227,True,
data/processed/train/intact/1041.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1042.jpg,data/lora/train/images/intact_00012.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",3318328bc3ffa68fa3bb8a7f51b9ca5a2126c2c552fcedd47c7dedb2891f4961,227,227,True,
data/processed/train/intact/1044.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1045.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1046.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1047.jpg,data/lora/train/images/intact_00013.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",00cc6e8d62dd39bfb00a9acd4df5eb933260310e706537cf92653275ede65320,227,227,True,
data/processed/train/intact/1048.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1049.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/105.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1051.jpg,data/lora/train/images/intact_00014.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",5f4c74d783eb741858b14fa180cb9770cda6891ae17c1175ea270dd91378855b,227,227,True,
data/processed/train/intact/1052.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1053.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1054.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1055.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1057.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1058.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1059.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/106.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1060.jpg,data/lora/train/images/intact_00015.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",d85cde12e7e783cc4ae26900033580259ad2161182226592db8e3e53c9302ece,227,227,True,
data/processed/train/intact/1061.jpg,data/lora/train/images/intact_00016.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",1e17ac9a12dd9098bde515fb2d16665493af6f91b1a68a2cb34446d6ecbaeebe,227,227,True,
data/processed/train/intact/1063.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1067.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/107.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1072.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1073.jpg,data/lora/train/images/intact_00017.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",0ae8b1d20960f01a94257157f91789bada0716edf72332317f4b6828fea21967,227,227,True,
data/processed/train/intact/1074.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1075.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1076.jpg,data/lora/train/images/intact_00018.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",8bd1cc169f5d02c0cab7ac7fb7592a4fa45418c330148b53849d30b2277dcaf4,227,227,True,
data/processed/train/intact/1077.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1078.jpg,data/lora/train/images/intact_00019.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",506ceef8c72c5170b75840ab4df3dbe805d9e44a01d2ea45574b92b164c12d44,227,227,True,
data/processed/train/intact/1079.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/108.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1083.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1084.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1085.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1086.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1087.jpg,data/lora/train/images/intact_00020.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",50fee459d80323a9934d738b0cfddf6beabfcefbeec2d25911cab2e735346e4b,227,227,True,
data/processed/train/intact/1089.jpg,data/lora/train/images/intact_00021.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",6bf6044877f10cfaa5b28ca664101a5a6ec8ed081a4ad6bbbf09ecbef08bb22b,227,227,True,
data/processed/train/intact/109.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1090.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1091.jpg,data/lora/train/images/intact_00022.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",bcd6788d8d5708136e4158db300c560ca6a430da021968232374c5b4be8c85c2,227,227,True,
data/processed/train/intact/1092.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1093.jpg,data/lora/train/images/intact_00023.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",210b5696b07b619b4b596816e8ec41259bae955c391ce8c051ddc4c7824b8359,227,227,True,
data/processed/train/intact/1096.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1097.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1098.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1099.jpg,data/lora/train/images/intact_00024.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",a52bd92264dcd84014cdee909fe0faaa5030f250b0f333f83818cff6c824fb10,227,227,True,
data/processed/train/intact/11.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1100.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1101.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1102.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1104.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1105.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1106.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1107.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1109.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/111.jpg,data/lora/train/images/intact_00025.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",bfb255fc09ff464898a804b69185fc8e923011a377a2ca1f29e99b7ded1dc400,227,227,True,
data/processed/train/intact/1111.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1113.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1114.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1117.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1118.jpg,data/lora/train/images/intact_00026.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",e018e52374b7039b024efecb2b7e90300b41230f835cee9a9005aa1dcbf8bda3,227,227,True,
data/processed/train/intact/1119.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/112.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1120.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1121.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1123.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1124.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1125.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1126.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1127.jpg,data/lora/train/images/intact_00027.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",1f1a68ecdc3fc7d0171aaa5f7acb28c84fcf2d25dbdd96894c966f0d9868f499,227,227,True,
data/processed/train/intact/1129.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/113.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1130.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1131.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1133.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1134.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1135.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1136.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1137.jpg,data/lora/train/images/intact_00028.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",12b78a07985985a2c31c3d9e10111b6ec81685b753431bce37d16caac0ab1054,227,227,True,
data/processed/train/intact/1138.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1139.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/114.jpg,data/lora/train/images/intact_00029.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",2877a2b8efb62b5768c72fca93a261dc4e2e92878d90c33c47925ce5c3ec73bb,227,227,True,
data/processed/train/intact/1140.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1141.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1144.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1145.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1146.jpg,data/lora/train/images/intact_00030.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",ff93b69ffef484ae218740eb1ffa0b937bef4e04010748ba194fa40289b0724a,227,227,True,
data/processed/train/intact/1147.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1148.jpg,data/lora/train/images/intact_00031.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",8436cb0fc4d9af67272ce915909dc43508615b5418328047c659a7f526941a8e,227,227,True,
data/processed/train/intact/1149.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/115.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1151.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1152.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1153.jpg,data/lora/train/images/intact_00032.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",605e39433e7540337c4c521f7688864ffb7380fa141d28252a4c1024567bc725,227,227,True,
data/processed/train/intact/1155.jpg,data/lora/train/images/intact_00033.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",93903c18bc855e75df1fc3dda945e7aaee57efe8a8dd992a1b8c0974d083f452,227,227,True,
data/processed/train/intact/1156.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1157.jpg,data/lora/train/images/intact_00034.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",283f9ebb3155bd049e236b04382fd06097d0813d28a96f3c4eacb32b00bab2f5,227,227,True,
data/processed/train/intact/1158.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1159.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/116.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1160.jpg,data/lora/train/images/intact_00035.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",7ce96ad04b76b5c424db608c989ffbe25c121420789cd4ee578e0d5f1d7e3bfb,227,227,True,
data/processed/train/intact/1162.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1163.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1164.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1165.jpg,data/lora/train/images/intact_00036.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",eb0f4db9e8ba079638001f775beeec767ec4eec53fd6cfb1fe087ebf981ce853,227,227,True,
data/processed/train/intact/1166.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1167.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1168.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1169.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1170.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1171.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1174.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1175.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1176.jpg,data/lora/train/images/intact_00037.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",ac86c42c78e79e50c13068ccde2e6c105749e37112256e4b7741014b08ffb110,227,227,True,
data/processed/train/intact/1177.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1178.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1179.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/118.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1180.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1181.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1182.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1183.jpg,data/lora/train/images/intact_00038.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",0e548d2a17569674aa90a1872f32b4e04920346fb2aba0aebdac9a1473ee0be3,227,227,True,
data/processed/train/intact/1184.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1185.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1186.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1187.jpg,data/lora/train/images/intact_00039.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",1d5614a4c18c4471bdcbab215a03653b4310904fe3d0153b14c246060c9bccab,227,227,True,
data/processed/train/intact/1188.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/119.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1190.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
data/processed/train/intact/1191.jpg,data/lora/train/images/intact_00040.jpg,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",b9aba176deffc32f595a0e71ed692000cac171b8d2399d6dccd41a651fd210fa,227,227,True,
data/processed/train/intact/1192.jpg,,intact,"photo of a soyseed soybean seed, intact condition, clean surface, centered inspection photography",,,,False,not_selected_seed_limit
