path,size_bytes,sha256,modified_time
results/project_audit/command_outputs/01_git_branch_--show-current.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:12
results/project_audit/command_outputs/01_git_branch_--show-current.stdout.txt,29,b89bd1cf439f0bfb98811d810ec60567e309a9a921077778a5646a45b498de0c,2026-07-14T01:56:12
results/project_audit/command_outputs/02_git_status_--short.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:12
results/project_audit/command_outputs/02_git_status_--short.stdout.txt,7861,09c106ee8290a1c858e64ef0b1579c41857361984658d04211472aa2d706d8d1,2026-07-14T01:56:12
results/project_audit/command_outputs/03_git_remote_-v.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:12
results/project_audit/command_outputs/03_git_remote_-v.stdout.txt,171,fcfc1e095934a470daebff79921e6c73b11e38b6b9dd2803e409a579e8840685,2026-07-14T01:56:12
results/project_audit/command_outputs/04_git_log_-10_--oneline.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:12
results/project_audit/command_outputs/04_git_log_-10_--oneline.stdout.txt,577,61311c4254cb19917a504b6192a9888f5376a8f7503f6d6c9d652fb00f29bfb5,2026-07-14T01:56:12
results/project_audit/command_outputs/05_git_branch_--all.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:12
results/project_audit/command_outputs/05_git_branch_--all.stdout.txt,1102,5bbf02a17c346003ed1d8e9309cc6abc50d36567b97a2c1fba9d7d4cfc7680ef,2026-07-14T01:56:12
results/project_audit/command_outputs/06_git_diff_--check.stderr.txt,1516,3632fd89d5ee9294e00c8be110d8a2ff348bc6008333d283df67fdf5bf7af270,2026-07-14T01:56:12
results/project_audit/command_outputs/06_git_diff_--check.stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:12
results/project_audit/command_outputs/07_git_count-objects_-vH.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:12
results/project_audit/command_outputs/07_git_count-objects_-vH.stdout.txt,125,66a7d8dc76289b25f9a78081ffc222b8e87bf93fd4de7d461304c696d8d156df,2026-07-14T01:56:12
results/project_audit/command_outputs/08_python_--version.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:12
results/project_audit/command_outputs/08_python_--version.stdout.txt,16,125a353ba9cd603e069d1e1a5ee22e961bac9b7c82e4116f2d42c00ef82c7a58,2026-07-14T01:56:12
results/project_audit/command_outputs/09_python_-m_pip_--version.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:14
results/project_audit/command_outputs/09_python_-m_pip_--version.stdout.txt,109,5789024768a50c51c7749bab6ce7662e4ab3db31909f670bbf6697b0a3be5394,2026-07-14T01:56:14
results/project_audit/command_outputs/10_python_-m_pip_freeze.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:16
results/project_audit/command_outputs/10_python_-m_pip_freeze.stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:16
results/project_audit/command_outputs/11_python_scripts_check_environment.py.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:16
results/project_audit/command_outputs/11_python_scripts_check_environment.py.stdout.txt,127,dcb8738765f3ce6e1776a937f57e2a2598d87de0f71f5595825514b629d638b5,2026-07-14T01:56:16
results/project_audit/command_outputs/12_python_-m_compileall_app.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:16
results/project_audit/command_outputs/12_python_-m_compileall_app.stdout.txt,307,012fa76af9392b2729a7d7c645834e5d0c5ee0b296b4f996d7bf257f6a30d324,2026-07-14T01:56:16
results/project_audit/command_outputs/13_python_-m_pytest_-q.stderr.txt,90,18cda658400ec4ec237d0963d4e894a159f08158b6da00e9748e577ea78f0e45,2026-07-14T01:56:17
results/project_audit/command_outputs/13_python_-m_pytest_-q.stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:17
results/project_audit/command_outputs/14_python_scripts_check_environment.py.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:17
results/project_audit/command_outputs/14_python_scripts_check_environment.py.stdout.txt,127,dcb8738765f3ce6e1776a937f57e2a2598d87de0f71f5595825514b629d638b5,2026-07-14T01:56:17
results/project_audit/command_outputs/15_python_scripts_smoke_test_app.py_--timeout_30.stderr.txt,253,271c9159a8bc12e469c0ae4a3c0c9b453b9facf86424b9b980e1f2b4b0ad107f,2026-07-14T01:56:17
results/project_audit/command_outputs/15_python_scripts_smoke_test_app.py_--timeout_30.stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:17
results/project_audit/command_outputs/16_python_scripts_run_functional_test.py_--output-dir_results_project_audit_command_outputs_end_to_end.stderr.txt,233,a0857786584874be3e063362db0a67e188301ce4b1b18a5cfa337943c9b528e3,2026-07-14T01:56:18
results/project_audit/command_outputs/16_python_scripts_run_functional_test.py_--output-dir_results_project_audit_command_outputs_end_to_end.stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:56:18
results/project_audit/command_outputs/command_results.json,5411,9667a59e497c801fde3de7ff774b706c86e831e4e268aebd6a85cd621f326153,2026-07-14T01:56:18
results/project_audit/command_outputs_venv/01_.venv_Scripts_python.exe_--version.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:57:09
results/project_audit/command_outputs_venv/01_.venv_Scripts_python.exe_--version.stdout.txt,16,125a353ba9cd603e069d1e1a5ee22e961bac9b7c82e4116f2d42c00ef82c7a58,2026-07-14T01:57:09
results/project_audit/command_outputs_venv/02_.venv_Scripts_python.exe_-m_pip_--version.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:57:10
results/project_audit/command_outputs_venv/02_.venv_Scripts_python.exe_-m_pip_--version.stdout.txt,124,019a5033a653f1f07aef6dfd310a632253b8604ad5054e352564448c5f1c512f,2026-07-14T01:57:10
results/project_audit/command_outputs_venv/03_.venv_Scripts_python.exe_-m_pip_freeze.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:57:12
results/project_audit/command_outputs_venv/03_.venv_Scripts_python.exe_-m_pip_freeze.stdout.txt,1652,88d4fb18b88e26b312cc68dccb2c5cf4707546a650e9f12286b1b8e3f3335672,2026-07-14T01:57:12
results/project_audit/command_outputs_venv/04_.venv_Scripts_python.exe_scripts_check_environment.py.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:57:12
results/project_audit/command_outputs_venv/04_.venv_Scripts_python.exe_scripts_check_environment.py.stdout.txt,77,572aa5c8a81e5ecf7c862a69e3e287698ca66060fc20e57fe71d31b763a0199d,2026-07-14T01:57:12
results/project_audit/command_outputs_venv/05_.venv_Scripts_python.exe_-m_compileall_app.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:57:13
results/project_audit/command_outputs_venv/05_.venv_Scripts_python.exe_-m_compileall_app.stdout.txt,307,012fa76af9392b2729a7d7c645834e5d0c5ee0b296b4f996d7bf257f6a30d324,2026-07-14T01:57:13
results/project_audit/command_outputs_venv/06_.venv_Scripts_python.exe_-m_pytest_-q.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:58:49
results/project_audit/command_outputs_venv/06_.venv_Scripts_python.exe_-m_pytest_-q.stdout.txt,644,0399faf4c2b2e6e46046016f69f867946673be053da142a046ae75d4fa8aeab6,2026-07-14T01:58:49
results/project_audit/command_outputs_venv/07_.venv_Scripts_python.exe_scripts_check_environment.py.stderr.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-07-14T01:58:50
results/project_audit/command_outputs_venv/07_.venv_Scripts_python.exe_scripts_check_environment.py.stdout.txt,77,572aa5c8a81e5ecf7c862a69e3e287698ca66060fc20e57fe71d31b763a0199d,2026-07-14T01:58:50
results/project_audit/command_outputs_venv/08_.venv_Scripts_python.exe_scripts_smoke_test_app.py_--timeout_30.stderr.txt,192,d797f7eaef4d54e94c8c06ba5acf173f376e52dc2f6aea48b0cd447e9191efe5,2026-07-14T01:59:20
results/project_audit/command_outputs_venv/08_.venv_Scripts_python.exe_scripts_smoke_test_app.py_--timeout_30.stdout.txt,687,9ac4ca1423851698dd70a6d9d2ab0dbd454af3518d728f4e2ff2f5b496629c9f,2026-07-14T01:59:20
results/project_audit/command_outputs_venv/09_.venv_Scripts_python.exe_scripts_run_functional_test.py_--output-dir_results_project_audit_command_outputs_venv_end_to_end.stderr.txt,130,6a955d3ee842d632cc5f70330f9d772b9c0e95792f3d2ad0647ca1f49000ae29,2026-07-14T01:59:43
results/project_audit/command_outputs_venv/09_.venv_Scripts_python.exe_scripts_run_functional_test.py_--output-dir_results_project_audit_command_outputs_venv_end_to_end.stdout.txt,757,bca4feb04f45548eaefa17296310593c9998b87fd6dfb10cc43acc5d12149b56,2026-07-14T01:59:43
results/project_audit/command_outputs_venv/app_smoke_test/stderr.log,67,1dc5f07c1ca5456a64ec319d79cd1d7e9c3ad02a5d480565329002e36c3a57e0,2026-07-14T01:59:18
results/project_audit/command_outputs_venv/app_smoke_test/stdout.log,93,3be4d893b0674ef14aef04cfd3db88852f597312e937b6d3f81e3662ce6544c2,2026-07-14T01:59:18
results/project_audit/command_outputs_venv/app_smoke_test/summary.json,687,9ac4ca1423851698dd70a6d9d2ab0dbd454af3518d728f4e2ff2f5b496629c9f,2026-07-14T01:59:18
results/project_audit/command_outputs_venv/command_results.json,3870,7d893246205d7c40759fe1033216ef612fc7e1b2927c6cddfc8da964d24566bb,2026-07-14T01:59:43
results/project_audit/command_outputs_venv/end_to_end/functional_test.json,14681,6a6b8e197a89767ee3329400b1dcafc0684ef73d6518f8f89af72aac252607aa,2026-07-14T01:59:42
results/project_audit/command_outputs_venv/end_to_end/functional_test.md,361,22ed43b8085b3c58f4fc0e0be72176cbc4cd7de6859c657f1c9bf6fabd2466da,2026-07-14T01:59:42
results/project_audit/dataset_class_counts.csv,87,5e8050c8cb199d6cd349fb0ec495b60cabc877cc82f9a9110de0ab2d7f2e7f03,2026-07-14T02:15:35
results/project_audit/dataset_class_distribution.png,55891,8b3626ce12b0acf806fbbd672018463e95ad5a506c71364e0bbdb208d6ecfc1c,2026-07-14T02:15:54
results/project_audit/dataset_split_counts.csv,65,b2f9814cde006d32712471de27c84bb1a91f3d696c147b9eb49c65cbbac247da,2026-07-14T02:15:35
results/project_audit/dataset_split_distribution.png,44411,ef4390abf4fb1869ce68060f2b7b3f4c9b6c23eb5013e79ca1690f3b42b8e169,2026-07-14T02:15:53
results/project_audit/dataset_storage_map.png,46048,b95383ec08d5b5f7168bf15182c1ee41eb31a8ee4f8cdca5deaa98bd855bf6db,2026-07-14T02:15:54
results/project_audit/dataset_summary.json,2080,ba309eed062c0d8634998f719d2baeb92285e13ae697784170a4f1488c39dd5b,2026-07-14T02:15:36
results/project_audit/dependency_categories.png,63801,e1ccf3e28cc951abf4024628370e1b8a03bd3f7edcca94b12dafc9f90e91cfd6,2026-07-14T02:15:56
results/project_audit/duplicate_files.csv,12956,6543b627ae942bf4064364a848d90eea96ba72ee72bafafdca46b12787756511,2026-07-14T02:15:31
results/project_audit/environment_packages.csv,2100,c702835a057056eb41a89355f10d5bd9c3a02ae9eddd0ba97554730d1cc724ce,2026-07-14T02:15:52
results/project_audit/environment_status.png,42239,1d14bb479f5a1fa77bfa5c43dd416cc58b7d82f1e33904cb203cadae2e467132,2026-07-14T02:15:56
results/project_audit/environment_summary.json,485,4cef4da87abcd09697408a56786a871f8f3da70dc76385aa7c837b05c12545e0,2026-07-14T02:15:52
results/project_audit/f1_by_class_current.png,52824,a9158912d639f055e069ca14bd122d52d079f99023f8ba772232b39398150e82,2026-07-14T02:15:53
results/project_audit/folder_sizes.csv,709,7105f65f6f8de9aa9fd6ac5fe0b3077b6b097d381bf8750c728ddbf9a8091ce8,2026-07-14T02:15:23
results/project_audit/functional_status.png,51651,683f0a0879a46e26de18afbaffec13d628536876f5e8cbfbc8d08a482ad986ea,2026-07-14T02:15:56
results/project_audit/generate_audit_artifacts.py,59194,553bdea54bf8f3554f90c6b442a7f731f53feda22c192b9d145e0b971a10998a,2026-07-14T02:12:34
results/project_audit/git_content_categories.png,79020,d9061b3fb985813bd62157e0cb6648ee0f4d52b526dcabe7066f255e4e72997e,2026-07-14T02:15:56
results/project_audit/git_ignored_summary.csv,7334547,9b721c97cafb547a93cc19ce73263a6bf332901f91e3e8ac2e7341fcebff0ee0,2026-07-14T02:15:51
results/project_audit/git_risk_summary.json,971,c2dc00fcbc4066f7405f9e37970f10733e82589532fc34937f733dc92c183631,2026-07-14T02:15:52
results/project_audit/git_tracked_large_files.csv,520,8086cf2ca4f858bffe69dc0d241fdfb81e6627749e44a49a02e927c6dcbeeb8a,2026-07-14T02:15:31
results/project_audit/git_tracked_summary.csv,36137,537da18c2608b5803988c354b940079b4dff8a4482a0fb1671c8325a861e91be,2026-07-14T02:15:37
results/project_audit/github_upload_readiness.png,35249,8287d26cbd1b5a9930b55c2a05f0345b2aacbd60337704fb19f7e4dda982d539,2026-07-14T02:15:57
results/project_audit/image_analysis_flow.png,110028,0bfc23ebaa4460e228af762e1327f63fe89fd8cce8a2a4c8f1a4fc2045bdd76c,2026-07-14T02:15:54
results/project_audit/largest_files.csv,4068,fee5a34fc3fe4ce704c70277b28cda67d2dd263579c477786b5af54b4095da6a,2026-07-14T02:15:23
results/project_audit/largest_files.png,215598,f0443691101a1596349b37056b58d440b6b8eeeb6acc473fe24a269c0726ce6e,2026-07-14T02:15:32
results/project_audit/lora_evidence.csv,825,dee6c606f11610cb4ead069d02228d60f6b07c256839faf2b8387afe96779470,2026-07-14T02:15:36
results/project_audit/lora_inventory.json,1502,e72b438319b5cb2088275897a977c619c38427ac3d3a733d33464b9118c669c2,2026-07-14T02:15:36
results/project_audit/lora_role_in_project.png,75354,5a9d285acf96e59f0b67949586479316f3c0ad69841ad922257959ae9d2d71d1,2026-07-14T02:15:55
results/project_audit/lora_training_summary.png,46530,78bbde0cc94f714a24d140d081906e14f0b36990d6b45f1bb313bf1f6ad236c5,2026-07-14T02:15:55
results/project_audit/metrics_consistency.json,559,0f9a02343cb0060eea51e467e103320982d426c4122dbce5e16ab83e4226717e,2026-07-14T02:15:36
results/project_audit/metrics_consistency_status.png,36914,bcf24529dfab77abcdf73b0e18f0e5c216ade4498f2c13b609c33995b1e563aa,2026-07-14T02:15:53
results/project_audit/metrics_file_comparison.png,42561,1683250a5cd8ccb7322d1e03cbd7b050bcf081f74f201d7b341e7a9420daa643,2026-07-14T02:15:53
results/project_audit/metrics_sources.csv,5108,e977c8e91952d89c4542c6b5dedaffa358622149bb61d1535af7a40bd1dce239,2026-07-14T02:15:36
results/project_audit/module_dependency_map.png,138742,61595ad241c2c6df2c0eb8d4f9f2338bd23bf8cea49105231c91dea58f6dee84,2026-07-14T02:15:55
results/project_audit/project_architecture.png,113148,c85330e0ff0aebb02c4d1f3194f0f340cd2c1e5775837686dd081763bc7f3970,2026-07-14T02:15:54
results/project_audit/project_completion_status.png,40399,97897f149b95671e56b90ad62d46c4d4a5f37bef43c88f2decc027874e6e17d6,2026-07-14T02:15:57
results/project_audit/project_inventory.csv,1580929,382ed31e81b0acd0725ec203db1cecc4a59f5a7690ac374b18484be2d58ffc97,2026-07-14T02:15:03
results/project_audit/project_inventory.json,3582155,719a08df63db779b8f646841f34b065bc97f53d08af944910bf103a944f19d57,2026-07-14T02:15:04
results/project_audit/project_map.png,163933,429fd7c3d851043987005856bdbcbf58aee0c15dec274425365d886c7191e3a5,2026-07-14T02:15:58
results/project_audit/project_size_by_folder.png,53712,fd86b00ad8e283fa27a9d9f7b256945c42a25f0916813975a28732ab96e9e029,2026-07-14T02:15:31
results/project_audit/project_status_dashboard.png,125508,2db60153bc220d2abd3d300cc4277a23f4c0bfe6ec58173e2f705a760590faaa,2026-07-14T02:15:57
results/project_audit/rag_components.json,1333,54ccdfdac4772d060ece5ac9e9548a6a5dcd55e38884b9538d48f8c8bb5d30b9,2026-07-14T02:15:36
results/project_audit/rag_pipeline.png,80935,5d4a75d23ce30c9b2a6f302f2a6e2a77c06380888d7339587aca004243622270,2026-07-14T02:15:55
results/project_audit/rag_sources.csv,2039,73bb681a89cf5bf2c6454b54374a5a0bc3d69c0f00ad1fd0325f6e48e3464d14,2026-07-14T02:15:36
results/project_audit/rag_sources_inventory.png,39529,9f5bd876ac92a1817bd53356cc04458747c737d03b11cc345c7ad782e57cd281,2026-07-14T02:15:55
results/project_audit/results_1_inventory.png,44969,0048583f3fcd516160b115eb7d3322f1c353cb6ef538757185dc9c088e130b8a,2026-07-14T02:15:53
results/project_audit/results_1_summary.json,1158,bc7c1d75361ca4881bdd24af7fe6f12723fdde553ef15b9344da915b6163e570,2026-07-14T02:15:36
results/project_audit/results_1_vs_results_2_status.png,37698,399e8b608ecbef055f9ee3d38f2e7e8f7a7b65c2c5d6c92c799f0b8580dd994b,2026-07-14T02:15:53
results/project_audit/results_2_inventory.png,40465,746a4b3d877da39ff936de3b2d3bb76654d28111fc51f15c366ab4acb710f15d,2026-07-14T02:15:53
results/project_audit/results_2_summary.json,2041,7b16efcca39d7711d2887cdd3e38fdda331c475e32a691a54aa4a681c841dda8,2026-07-14T02:15:36
results/project_audit/results_inventory.csv,417,f6f8bb9294ded0332ec44509425b6ac1fa46750c82a07dd1c76f5ef8205682ac,2026-07-14T02:15:36
results/project_audit/risk_register.csv,768,09c6be6b062aae7492e368b130cd3ff6f2833fbced8e51a8ca67eb635b7e246f,2026-07-14T02:15:52
results/project_audit/risk_severity_dashboard.png,36655,733b79bb4e2e786cf0455d6335d2596934e6534edce46fd94ce031a395c30d75,2026-07-14T02:15:57
results/project_audit/storage_composition.png,88801,27be91271b8492b4189a35dd73fe3279a1cdc29b7cabae973ef086c9b0bd9d95,2026-07-14T02:15:33
results/project_audit/system_components.csv,905,e5df6d4a6991d6098ad14ea8b7dcfc20c85aa68426c22527878e6b2658422e5d,2026-07-14T02:15:37
results/project_audit/test_commands.csv,6129,0f63fecc783b06ecd3b5bf632db0a92fe6be72db90380e01c6785d050832d508,2026-07-14T02:15:52
results/project_audit/test_results.json,1815,d24a602c410bce722e3b1b0e1144979be3f0bc6cc0e161130f9e92ec867769c1,2026-07-14T02:15:52
results/project_audit/test_status_dashboard.png,48741,d6dbd4b0bfd1fd4472ff80c3e4ebcefea2f0253139bae04fbe24dc5fae57920d,2026-07-14T02:15:56
results/project_audit/vision_model_inventory.json,4670,1bf9fa8fcb11f2876e268690776808f8b552478204d4107ffdaaf7692c5bcec7,2026-07-14T02:15:37
