image_id,source_path,processed_path,label,split,sha256,is_synthetic,exclusion_status
broken_141,data/raw/soybean_seeds/broken/141.jpg,data/processed/train/broken/141.jpg,broken,train,536b21e97dc2c1a00a4705ecb2dcc585b0f3e0f6011a79d311cc9bdc8a49f675,False,included
broken_142,data/raw/soybean_seeds/broken/142.jpg,data/processed/train/broken/142.jpg,broken,train,3ae52d4cec51068738cde2ebc1bfca0566f5b69681ded1f959ec0e71be0f2c2f,False,included
broken_143,data/raw/soybean_seeds/broken/143.jpg,data/processed/train/broken/143.jpg,broken,train,25725749ebef0aa6a11f6e2d562433ca3ce65ad17997d8e8cc1b8cabe0b60bbb,False,included
broken_144,data/raw/soybean_seeds/broken/144.jpg,data/processed/test/broken/144.jpg,broken,test,2d6ab2e6de4d750a90e270db0ed6be3b3ab5fb8d3b10c563e8944a2ab90c458e,False,included
broken_145,data/raw/soybean_seeds/broken/145.jpg,data/processed/train/broken/145.jpg,broken,train,2404ede28bb687ae7a29ba3ab2dff1e70bdf9c5ffa752171c9705db122f12b11,False,included
broken_146,data/raw/soybean_seeds/broken/146.jpg,data/processed/train/broken/146.jpg,broken,train,4e1c4e25285e5fcc0a770a7d5583a895894b8800be215fc0099065fca4b1ec27,False,included
broken_147,data/raw/soybean_seeds/broken/147.jpg,data/processed/test/broken/147.jpg,broken,test,f87a345f278811ae955e14a46a08357ad441f167b397a94b3beb2f08857e1653,False,included
broken_148,data/raw/soybean_seeds/broken/148.jpg,data/processed/train/broken/148.jpg,broken,train,5295d65802df22e63afb71db4b39fc56ad10425740af62918a449fa6d35545df,False,included
broken_149,data/raw/soybean_seeds/broken/149.jpg,data/processed/train/broken/149.jpg,broken,train,e94746228813b9e434834e02a044bb43ff7def2ab857440b3e7e4dbc40bd4b51,False,included
broken_15,data/raw/soybean_seeds/broken/15.jpg,data/processed/train/broken/15.jpg,broken,train,d4ad6bce5f07577a9b6ef72c892878c6375c8de255870160a36704ff1fd6d643,False,included
broken_150,data/raw/soybean_seeds/broken/150.jpg,data/processed/train/broken/150.jpg,broken,train,88b71b1d77fbf25aa4173950a7ab907d46e0ae33b7f484b1db5ffd5bce234aff,False,included
broken_151,data/raw/soybean_seeds/broken/151.jpg,data/processed/train/broken/151.jpg,broken,train,c4dbe2fa85a29cad055a3a01878ccbde9490f1d432a17d51af9cc7c3e2f9b106,False,included
broken_152,data/raw/soybean_seeds/broken/152.jpg,data/processed/train/broken/152.jpg,broken,train,35d887e9ce9193af8fe6dadbe37b952e4cc516761ba8d54ba17cc02d7128251f,False,included
broken_153,data/raw/soybean_seeds/broken/153.jpg,data/processed/train/broken/153.jpg,broken,train,924a19ec0a30896c60c038182c3da2c825830e48ff2ed36ad3c9ec87583b5e14,False,included
broken_154,data/raw/soybean_seeds/broken/154.jpg,data/processed/test/broken/154.jpg,broken,test,a1ce12759c7ddd099d3ade5af00c5f2c0a705104870aff44d409f0ce6bbe6cd6,False,included
broken_155,data/raw/soybean_seeds/broken/155.jpg,data/processed/train/broken/155.jpg,broken,train,aa26067601d272bdd0e8bbfee058a6ed419cfe688942d6dbb5b916029069ba6a,False,included
broken_156,data/raw/soybean_seeds/broken/156.jpg,data/processed/validation/broken/156.jpg,broken,validation,46132658055fa1245127844a2f60ba1230df4c8ae8ed5e007a162d50721b71f3,False,included
broken_157,data/raw/soybean_seeds/broken/157.jpg,data/processed/train/broken/157.jpg,broken,train,9c37777f6ea4fe87fb5ba8245cff325f1a808880b8c0ffbeb26b9aada7f4d900,False,included
broken_158,data/raw/soybean_seeds/broken/158.jpg,data/processed/train/broken/158.jpg,broken,train,ef81f16d1c701716293176dc01fef1ea1bb1cc54b0820b8849090e183cb0f15e,False,included
broken_159,data/raw/soybean_seeds/broken/159.jpg,data/processed/train/broken/159.jpg,broken,train,a13ee25b2d610729fcf5bd2893160971afe4d71214785063175cc1ad078bedb3,False,included
broken_16,data/raw/soybean_seeds/broken/16.jpg,data/processed/train/broken/16.jpg,broken,train,ef30ea0fd81aa3bf818b76117381de26e35e6894bdd607d3d58574e8c73ae92a,False,included
broken_160,data/raw/soybean_seeds/broken/160.jpg,data/processed/train/broken/160.jpg,broken,train,4b6d0eead3ad470dce036ff6df1b08f06742f2b6e3dfaa0b34f7a85a543f91e3,False,included
broken_161,data/raw/soybean_seeds/broken/161.jpg,data/processed/train/broken/161.jpg,broken,train,4c072d382a0ec56e3f6f1d093cfaf43944bc26367e5d988ab7a4963cc7f0e7cb,False,included
broken_162,data/raw/soybean_seeds/broken/162.jpg,data/processed/train/broken/162.jpg,broken,train,eb1ebd64db1455f7b00c72dd005ee9f0056981893c0f1f69a0d688bebeba0158,False,included
broken_163,data/raw/soybean_seeds/broken/163.jpg,data/processed/train/broken/163.jpg,broken,train,0bb18c9e682113f9eb6fe99aeb34871ad9eef203748641cbca9d5627209c77a5,False,included
broken_164,data/raw/soybean_seeds/broken/164.jpg,data/processed/train/broken/164.jpg,broken,train,c6d98b4769a38e3771cc4a1b3b0fa1e4042e2c6eb96168473aecd7bfdf19e001,False,included
broken_165,data/raw/soybean_seeds/broken/165.jpg,data/processed/test/broken/165.jpg,broken,test,86c597726278974d712dc36b98b72eba2a6324bdd11e79b3024cd6c2dcb826d2,False,included
broken_166,data/raw/soybean_seeds/broken/166.jpg,data/processed/train/broken/166.jpg,broken,train,d06310f5c7a383d7b06ee06f6925fd5a8e8c5284451da6d034a2a5d65831cfbf,False,included
broken_167,data/raw/soybean_seeds/broken/167.jpg,data/processed/train/broken/167.jpg,broken,train,7320998a86db111a947208d2b6754743935d032d0a788c264aa31ea8c0451401,False,included
broken_168,data/raw/soybean_seeds/broken/168.jpg,data/processed/train/broken/168.jpg,broken,train,966e94480fcd392cb0be1723b8836035cdbce91af2c5783780c7868a94fd348c,False,included
broken_169,data/raw/soybean_seeds/broken/169.jpg,data/processed/train/broken/169.jpg,broken,train,623d9147aac4ef8cb88bf1d170e558a6ca2de01f6dea74ef81b1f750ea9cf471,False,included
broken_17,data/raw/soybean_seeds/broken/17.jpg,data/processed/train/broken/17.jpg,broken,train,2d8981f0dd5280c499b067dbd92713bfe1eda2ae9496e6dc9e4b71bb87574600,False,included
broken_170,data/raw/soybean_seeds/broken/170.jpg,data/processed/train/broken/170.jpg,broken,train,f4afc739993047cbcf45228bd040bf33a83206807dcd2ecdd971df5595bfcafa,False,included
broken_171,data/raw/soybean_seeds/broken/171.jpg,data/processed/train/broken/171.jpg,broken,train,ebd723485101db14abaa8cfcb96df58e9e75920e1d061a8109fdfc62eda019fa,False,included
broken_172,data/raw/soybean_seeds/broken/172.jpg,data/processed/train/broken/172.jpg,broken,train,1ee9a92cdb18b244cdf1ae0cb6efdbe8ba727ae1c8ff929093780016e4c912de,False,included
broken_173,data/raw/soybean_seeds/broken/173.jpg,data/processed/test/broken/173.jpg,broken,test,70c9038df8048befcd25cab41b49fce95b0158c97217e512c71027ceb4e9c401,False,included
broken_174,data/raw/soybean_seeds/broken/174.jpg,data/processed/train/broken/174.jpg,broken,train,35f7e86fd832562c7256dd813e4a70388205886d6f719a97715dea35e79c3a96,False,included
broken_175,data/raw/soybean_seeds/broken/175.jpg,data/processed/train/broken/175.jpg,broken,train,ce411c2d82c7c1ce7354d4d432ec7f5d3a5a1e6d3a1d759ae182c3e6526fe98b,False,included
broken_176,data/raw/soybean_seeds/broken/176.jpg,data/processed/validation/broken/176.jpg,broken,validation,b346faaa4bf14cdbd789d2b5ff86dab29183872049ac0d5e42c62a8e8d64f4c5,False,included
broken_177,data/raw/soybean_seeds/broken/177.jpg,data/processed/train/broken/177.jpg,broken,train,114f70d7196d00b66a444a064cb20c5035adde1e9d3428bbd8a8ffe507d9e01e,False,included
broken_178,data/raw/soybean_seeds/broken/178.jpg,data/processed/train/broken/178.jpg,broken,train,723fbcf11dd78066219e3007116e03649b547b31682b37b2388866b1af4bd015,False,included
broken_179,data/raw/soybean_seeds/broken/179.jpg,data/processed/train/broken/179.jpg,broken,train,8c4719b0e8ce16eda2282bb9d89b9faec6d53d18cbd6f4120939a8aa987b9158,False,included
broken_18,data/raw/soybean_seeds/broken/18.jpg,data/processed/validation/broken/18.jpg,broken,validation,1df61c4d094c05019da905fc75613949b1264abaf4a4548d41e45ecd3357f006,False,included
broken_180,data/raw/soybean_seeds/broken/180.jpg,data/processed/train/broken/180.jpg,broken,train,aa69f35c54335731edb968d71f7804aac60cb9be72392f317bbe446cf1c04d61,False,included
broken_181,data/raw/soybean_seeds/broken/181.jpg,data/processed/train/broken/181.jpg,broken,train,53e2a39d1ed9fc018c6dcab6690111bd0563f7a4c6120d055f32c78374ad85ff,False,included
broken_182,data/raw/soybean_seeds/broken/182.jpg,data/processed/train/broken/182.jpg,broken,train,a93996afb0b56df698fa7c3d8eee77aed156f732831977e108b5c1e1fb4930c5,False,included
broken_183,data/raw/soybean_seeds/broken/183.jpg,data/processed/train/broken/183.jpg,broken,train,e3a3236b3f8def2acc1bc0e70c0945b4aa9385f7eff79701dc1048b09efc6d87,False,included
broken_184,data/raw/soybean_seeds/broken/184.jpg,data/processed/train/broken/184.jpg,broken,train,06f5a13e42eef9622536d433d6195bef2f4eef9de4a663fa74e1ee401779f979,False,included
broken_185,data/raw/soybean_seeds/broken/185.jpg,data/processed/train/broken/185.jpg,broken,train,8643578623de7d212ad18dd8bf4475428556c2c0efc209c1c8ea327f5e26cc89,False,included
broken_186,data/raw/soybean_seeds/broken/186.jpg,data/processed/train/broken/186.jpg,broken,train,925c7d75bfc7808584b5cfbc0fb1a0c0de82bdf81b80143a832da6cd019fdc55,False,included
broken_187,data/raw/soybean_seeds/broken/187.jpg,data/processed/train/broken/187.jpg,broken,train,97aa738d3b7a28c965932e55891c2ed260994df9c2494b7e7b322d8c20ffdbb6,False,included
broken_188,data/raw/soybean_seeds/broken/188.jpg,data/processed/train/broken/188.jpg,broken,train,8ae5df9a42795e315964ff68f9326f370651a1e21b8adf20c61080d549260923,False,included
broken_189,data/raw/soybean_seeds/broken/189.jpg,data/processed/train/broken/189.jpg,broken,train,abe92509d267534fd0df48f99dcc9dd554a35593615c9154ef1252abcd635f2b,False,included
broken_19,data/raw/soybean_seeds/broken/19.jpg,data/processed/train/broken/19.jpg,broken,train,3b67555af99d85781b7130ecec4d2c04b702a4dc0ba855196d191dcd51fe2196,False,included
broken_190,data/raw/soybean_seeds/broken/190.jpg,data/processed/train/broken/190.jpg,broken,train,5fb30ee85f0f2a6c975e53f28ad1a21baaa91af513b0ac72995ff9a3bc5517d9,False,included
broken_191,data/raw/soybean_seeds/broken/191.jpg,data/processed/train/broken/191.jpg,broken,train,7ff4b891083689578f842fa161a55fb48d342b470a4b2560c9ab31cf74e305ce,False,included
broken_192,data/raw/soybean_seeds/broken/192.jpg,data/processed/train/broken/192.jpg,broken,train,23a96bb054e38bb4e89baa3eba26d3d05a0ae5d8eff96c44505e4abbdbbf00a4,False,included
broken_193,data/raw/soybean_seeds/broken/193.jpg,data/processed/train/broken/193.jpg,broken,train,d147f02de0f98945bc34fbb7cb603d0d386605e99a4538a497698ada32727ff9,False,included
broken_194,data/raw/soybean_seeds/broken/194.jpg,data/processed/train/broken/194.jpg,broken,train,8aba7dc5f4e53a658a92f8b1267c83fcf0db923ec5ddb9a9ed1cb3895fee8039,False,included
broken_195,data/raw/soybean_seeds/broken/195.jpg,data/processed/train/broken/195.jpg,broken,train,3755d4a69a1efa2f47a781218c13ac7b2ab6de7759b6540f2baabe1a790a1f10,False,included
broken_196,data/raw/soybean_seeds/broken/196.jpg,data/processed/train/broken/196.jpg,broken,train,662af15260b84697ed114c5fd42d1ce28ed1c44b795439f84b57ba0e9e7b649f,False,included
broken_197,data/raw/soybean_seeds/broken/197.jpg,data/processed/train/broken/197.jpg,broken,train,9d3496ea7357e3d862040b1b0dcb3c1caa33394042d29b26eb9137fa8e781c87,False,included
broken_198,data/raw/soybean_seeds/broken/198.jpg,data/processed/train/broken/198.jpg,broken,train,ef97d6d0cf8070b70b60ce569e0336ac2c4b2dd18775201086f8e7741740a71d,False,included
broken_199,data/raw/soybean_seeds/broken/199.jpg,data/processed/test/broken/199.jpg,broken,test,ef71bef1846144c365d56d1a624d766f7768f3a583c67881eca78e317d377a5f,False,included
broken_2,data/raw/soybean_seeds/broken/2.jpg,data/processed/train/broken/2.jpg,broken,train,6895ff10726f7ad2c1761ffa765d5c8181fd1ca77c2a31eed13273c5b9dd392a,False,included
broken_20,data/raw/soybean_seeds/broken/20.jpg,data/processed/train/broken/20.jpg,broken,train,671076564fad14ac19e1ba8d4f934d6cf7fb3b99e0b89f10e65361764c91f594,False,included
broken_200,data/raw/soybean_seeds/broken/200.jpg,data/processed/test/broken/200.jpg,broken,test,894bb9b7d7ca2256165cc2999765f09cf0b4bde2db18109f81990f3dd3ea8113,False,included
broken_201,data/raw/soybean_seeds/broken/201.jpg,data/processed/train/broken/201.jpg,broken,train,6a9dd8c275478749c1e49f410f685afc9681806dd129bace2a10ffbc2571898b,False,included
broken_202,data/raw/soybean_seeds/broken/202.jpg,data/processed/train/broken/202.jpg,broken,train,64f044ea73e0805fdef1e1575b5fa92f594e89e0b808470c71a78009401b2da1,False,included
broken_203,data/raw/soybean_seeds/broken/203.jpg,data/processed/train/broken/203.jpg,broken,train,9c80c196318f4bf9c5e3c4151027a7ef33deffe440628f0b648b4fa06f2e6cac,False,included
broken_204,data/raw/soybean_seeds/broken/204.jpg,data/processed/train/broken/204.jpg,broken,train,8ca803797707d4d4e530e2d3e793910921d6807f73359f18c585bbd51fb3680f,False,included
broken_205,data/raw/soybean_seeds/broken/205.jpg,data/processed/train/broken/205.jpg,broken,train,9e35183d1718a0c486a1bcdfe43c6a6bd992c26df89d66ea68db42d393988fb1,False,included
broken_206,data/raw/soybean_seeds/broken/206.jpg,data/processed/train/broken/206.jpg,broken,train,81e43f4b1d2a3e524dad1a4f5e3a48ee0883342f9059cd375fb92fcf68fe1f52,False,included
broken_207,data/raw/soybean_seeds/broken/207.jpg,data/processed/train/broken/207.jpg,broken,train,0099050097e5f947661c49316874c3ce739b7bb1173a042e28fe142eee1fcb2e,False,included
broken_208,data/raw/soybean_seeds/broken/208.jpg,data/processed/train/broken/208.jpg,broken,train,0ba758c2093db4a8388c2f61108c421f1bbf93f93964c5bd1bfb8d4fc36f6781,False,included
broken_209,data/raw/soybean_seeds/broken/209.jpg,data/processed/train/broken/209.jpg,broken,train,dc569b612bbeaefa43978433bf4938de8bba6fe540b5159e21b189704b0190d3,False,included
broken_21,data/raw/soybean_seeds/broken/21.jpg,data/processed/train/broken/21.jpg,broken,train,8b17c7343f613e8259978defcbad305df629370820406a30eb337dd7528051e7,False,included
broken_210,data/raw/soybean_seeds/broken/210.jpg,data/processed/train/broken/210.jpg,broken,train,492c824d686824491885c943a6c204569af741d2c8eddc7c40d18074d6e32545,False,included
broken_211,data/raw/soybean_seeds/broken/211.jpg,data/processed/train/broken/211.jpg,broken,train,44628e9ad3743e0fca79f9b87cab97c9c92aec780287455297672d06a8f51ba9,False,included
broken_212,data/raw/soybean_seeds/broken/212.jpg,data/processed/train/broken/212.jpg,broken,train,cc71e0531349e1f39de0f0adf6bfe3d3481b2579fd210e106cfd338870c79299,False,included
broken_213,data/raw/soybean_seeds/broken/213.jpg,data/processed/train/broken/213.jpg,broken,train,47df4b6ccc032b82a818ad421b63a608f999786de1516645b722ffb6d5e6f7e1,False,included
broken_214,data/raw/soybean_seeds/broken/214.jpg,data/processed/train/broken/214.jpg,broken,train,4fc1cb66a3a45d53bbbc709155fd9055c31e266e3c85d98904668dea7d924b07,False,included
broken_215,data/raw/soybean_seeds/broken/215.jpg,data/processed/train/broken/215.jpg,broken,train,5c74334b47e2b48499e07db44f9c2c5f3a72c9ef0af02b86d07ca323a1246b92,False,included
broken_216,data/raw/soybean_seeds/broken/216.jpg,data/processed/train/broken/216.jpg,broken,train,76a4a23e1e98410f1c1e71d6bfcf5bf6c0cfe6fa82367f6d2e2cc1ceaf0c3951,False,included
broken_217,data/raw/soybean_seeds/broken/217.jpg,data/processed/train/broken/217.jpg,broken,train,6418d39b65e7396106dda202f4846c71ce551cf003eec80137764fb35f858bd7,False,included
broken_218,data/raw/soybean_seeds/broken/218.jpg,data/processed/train/broken/218.jpg,broken,train,aff26d4fe812a74f046f56fe9905862cb4fc6ebc7306970fc6a5584d58074a90,False,included
broken_219,data/raw/soybean_seeds/broken/219.jpg,data/processed/validation/broken/219.jpg,broken,validation,c3e3c06d0ad8e8685659b2a03254edd8aa1e3c9a0000bce668200c78e179813b,False,included
broken_22,data/raw/soybean_seeds/broken/22.jpg,data/processed/train/broken/22.jpg,broken,train,3745c007d7970a67f50c328b882cb0d1a43a3e76beaa4c8f5e7d6ea6c5555c14,False,included
broken_220,data/raw/soybean_seeds/broken/220.jpg,data/processed/train/broken/220.jpg,broken,train,d75d2247028093fc99c18060f1a6c7dbdd5c09d3bb00134a90ba9f65974bfa77,False,included
broken_221,data/raw/soybean_seeds/broken/221.jpg,data/processed/train/broken/221.jpg,broken,train,db2bc171002f3cd96ffb0754aca0ead5400183fbc8d21805bdd2ea0b9337f161,False,included
broken_222,data/raw/soybean_seeds/broken/222.jpg,data/processed/train/broken/222.jpg,broken,train,192979ea9286be0018ead70ec098825a69a4c8acba1140a549b152e146e5fbd9,False,included
broken_223,data/raw/soybean_seeds/broken/223.jpg,data/processed/train/broken/223.jpg,broken,train,75d8f9c9fed0af5c740fa31af72fd8c28cc6f88b82d6ba1682e8a88effa54806,False,included
broken_224,data/raw/soybean_seeds/broken/224.jpg,data/processed/train/broken/224.jpg,broken,train,cba5a2e24b93ac7fb124e40056a0357148fdbc606443a9cc6c54fe17aa7f3868,False,included
broken_225,data/raw/soybean_seeds/broken/225.jpg,data/processed/train/broken/225.jpg,broken,train,2570ceadce28c8d104ae1e0ab34ab07ea3edefdac48a08d0247c430018f989e6,False,included
broken_226,data/raw/soybean_seeds/broken/226.jpg,data/processed/train/broken/226.jpg,broken,train,68dfd2b92568459237d0dff0638c8ca1d56adae4f64b688c9057d65e3d98eefe,False,included
